time,co2,temperature,humidity,motion
2026-06-10 22:21:29,427.8,21.5,52.5,0
2026-06-10 22:22:29,463.6,19.6,43.7,0
2026-06-10 22:23:29,418.3,20.8,42.1,0
2026-06-10 22:24:29,376.7,20.8,43.5,0
2026-06-10 22:25:29,389.8,20.2,45.0,0
2026-06-10 22:26:29,449.2,20.4,49.9,0
2026-06-10 22:27:29,449.7,20.5,43.5,0
2026-06-10 22:28:29,411.3,21.6,42.0,0
2026-06-10 22:29:29,457.6,21.6,44.7,0
2026-06-10 22:30:29,389.4,20.2,47.8,0
2026-06-10 22:31:29,412.0,21.4,47.5,0
2026-06-10 22:32:29,386.6,21.6,56.5,0
2026-06-10 22:33:29,453.8,22.4,54.5,0
2026-06-10 22:34:29,412.5,22.0,44.9,0
2026-06-10 22:35:29,432.2,20.0,48.6,0
2026-06-10 22:36:29,433.0,20.9,47.4,0
2026-06-10 22:37:29,436.1,19.5,54.2,0
2026-06-10 22:38:29,455.0,22.1,49.2,0
2026-06-10 22:39:29,396.1,22.1,42.3,0
2026-06-10 22:40:29,456.7,22.3,48.4,0
2026-06-10 22:41:29,432.3,22.4,53.6,0
2026-06-10 22:42:29,447.6,19.8,47.8,0
2026-06-10 22:43:29,461.8,22.2,52.9,0
2026-06-10 22:44:29,401.3,21.8,49.6,0
2026-06-10 22:45:29,448.6,20.6,44.5,0
2026-06-10 22:46:29,425.4,21.9,49.3,0
2026-06-10 22:47:29,423.3,21.2,44.2,0
2026-06-10 22:48:29,415.3,21.1,48.9,0
2026-06-10 22:49:29,426.0,20.5,53.2,1
2026-06-10 22:50:29,384.7,22.2,54.7,0
2026-06-10 22:51:29,406.2,19.9,43.0,0
2026-06-10 22:52:29,461.8,21.7,54.1,0
2026-06-10 22:53:29,378.9,22.5,46.0,0
2026-06-10 22:54:29,392.4,20.7,45.7,0
2026-06-10 22:55:29,408.0,19.6,54.7,0
2026-06-10 22:56:29,455.8,19.7,53.1,0
2026-06-10 22:57:29,459.0,20.2,53.5,0
2026-06-10 22:58:29,372.1,20.9,55.1,0
2026-06-10 22:59:29,446.2,21.1,51.5,0
2026-06-10 23:00:29,382.7,22.5,50.1,0
2026-06-10 23:01:29,393.5,20.0,57.0,0
2026-06-10 23:02:29,459.3,20.8,48.3,0
2026-06-10 23:03:29,437.6,19.8,47.5,0
2026-06-10 23:04:29,443.6,22.0,51.3,0
2026-06-10 23:05:29,458.0,20.9,49.1,0
2026-06-10 23:06:29,426.5,21.3,46.6,0
2026-06-10 23:07:29,376.9,19.5,42.0,0
2026-06-10 23:08:29,399.4,22.3,55.1,0
2026-06-10 23:09:29,438.6,21.4,42.7,0
2026-06-10 23:10:29,469.7,20.9,43.4,0
2026-06-10 23:11:29,418.3,20.3,54.5,0
2026-06-10 23:12:29,375.5,21.5,48.3,0
2026-06-10 23:13:29,426.3,20.3,42.4,0
2026-06-10 23:14:29,456.0,20.3,44.8,0
2026-06-10 23:15:29,370.4,21.2,43.2,0
2026-06-10 23:16:29,442.8,19.8,50.6,0
2026-06-10 23:17:29,439.1,20.1,53.0,0
2026-06-10 23:18:29,1807.5,22.4,49.0,1
2026-06-10 23:19:29,443.6,20.2,52.2,0
2026-06-10 23:20:29,432.6,19.6,51.5,0
2026-06-10 23:21:29,409.9,19.5,45.5,0
2026-06-10 23:22:29,467.7,22.0,54.3,0
2026-06-10 23:23:29,442.6,20.2,44.7,0
2026-06-10 23:24:29,409.3,21.9,56.7,0
2026-06-10 23:25:29,442.8,22.4,54.9,0
2026-06-10 23:26:29,446.3,20.5,46.0,0
2026-06-10 23:27:29,396.8,20.4,53.7,0
2026-06-10 23:28:29,442.1,20.7,50.7,0
2026-06-10 23:29:29,440.9,21.6,49.1,0
2026-06-10 23:30:29,416.1,21.5,55.4,0
2026-06-10 23:31:29,397.2,20.9,53.7,0
2026-06-10 23:32:29,465.5,20.9,46.2,0
2026-06-10 23:33:29,453.1,21.1,43.6,0
2026-06-10 23:34:29,408.1,20.3,47.5,0
2026-06-10 23:35:29,427.5,20.4,42.1,0
2026-06-10 23:36:29,424.4,19.9,47.3,0
2026-06-10 23:37:29,423.1,20.9,53.6,0
2026-06-10 23:38:29,436.0,22.2,53.4,0
2026-06-10 23:39:29,375.2,21.9,49.7,0
2026-06-10 23:40:29,375.5,21.3,45.8,0
2026-06-10 23:41:29,393.7,20.0,55.8,0
2026-06-10 23:42:29,443.1,22.0,48.9,0
2026-06-10 23:43:29,388.9,22.1,52.8,0
2026-06-10 23:44:29,377.9,22.2,51.8,0
2026-06-10 23:45:29,408.3,20.9,55.0,0
2026-06-10 23:46:29,459.5,20.5,56.7,0
2026-06-10 23:47:29,415.2,20.1,48.9,0
2026-06-10 23:48:29,398.6,21.2,55.1,1
2026-06-10 23:49:29,430.2,21.8,45.8,0
2026-06-10 23:50:29,425.1,22.4,43.8,0
2026-06-10 23:51:29,419.2,22.5,55.0,0
2026-06-10 23:52:29,462.0,19.7,44.3,0
2026-06-10 23:53:29,457.1,19.6,46.6,0
2026-06-10 23:54:29,390.7,20.9,43.6,0
2026-06-10 23:55:29,388.4,19.8,48.0,0
2026-06-10 23:56:29,467.3,21.7,50.4,0
2026-06-10 23:57:29,456.8,20.1,46.1,0
2026-06-10 23:58:29,411.8,22.0,51.2,1
2026-06-10 23:59:29,459.4,20.0,56.4,0
2026-06-11 00:00:29,431.7,21.1,56.5,0
2026-06-11 00:01:29,451.3,22.1,44.1,0
2026-06-11 00:02:29,408.4,20.2,53.9,0
2026-06-11 00:03:29,428.9,21.8,51.8,0
2026-06-11 00:04:29,428.1,21.3,46.3,0
2026-06-11 00:05:29,426.9,20.9,51.2,0
2026-06-11 00:06:29,424.3,21.1,44.4,0
2026-06-11 00:07:29,446.4,20.0,43.2,0
2026-06-11 00:08:29,405.4,20.1,48.7,0
2026-06-11 00:09:29,425.5,21.4,48.7,0
2026-06-11 00:10:29,465.9,22.1,54.8,0
2026-06-11 00:11:29,422.6,20.8,49.3,0
2026-06-11 00:12:29,401.7,20.4,52.2,0
2026-06-11 00:13:29,407.1,21.4,44.6,1
2026-06-11 00:14:29,467.3,20.1,46.0,1
2026-06-11 00:15:29,384.5,19.7,53.1,0
2026-06-11 00:16:29,386.8,21.0,54.1,0
2026-06-11 00:17:29,409.2,20.2,48.0,0
2026-06-11 00:18:29,1723.9,21.9,49.1,1
2026-06-11 00:19:29,468.4,22.3,50.1,0
2026-06-11 00:20:29,383.0,20.4,53.6,0
2026-06-11 00:21:29,433.0,22.4,52.2,0
2026-06-11 00:22:29,388.2,22.1,53.1,0
2026-06-11 00:23:29,394.4,19.7,47.5,0
2026-06-11 00:24:29,461.6,21.3,43.6,0
2026-06-11 00:25:29,452.7,20.2,42.6,0
2026-06-11 00:26:29,381.0,22.0,42.5,0
2026-06-11 00:27:29,398.6,22.1,44.9,0
2026-06-11 00:28:29,397.2,20.6,50.5,0
2026-06-11 00:29:29,403.9,19.6,46.5,0
2026-06-11 00:30:29,438.3,20.4,56.5,0
2026-06-11 00:31:29,428.0,20.0,43.9,0
2026-06-11 00:32:29,468.7,21.2,55.8,0
2026-06-11 00:33:29,440.8,21.2,44.6,0
2026-06-11 00:34:29,403.6,21.7,49.2,0
2026-06-11 00:35:29,447.2,20.2,54.2,0
2026-06-11 00:36:29,389.5,21.4,49.3,0
2026-06-11 00:37:29,377.8,22.1,54.1,0
2026-06-11 00:38:29,443.3,22.2,56.9,0
2026-06-11 00:39:29,442.1,20.7,44.3,0
2026-06-11 00:40:29,439.0,21.9,52.1,0
2026-06-11 00:41:29,456.8,21.2,42.7,0
2026-06-11 00:42:29,468.8,21.3,44.1,1
2026-06-11 00:43:29,469.7,21.5,53.2,0
2026-06-11 00:44:29,452.4,22.5,56.7,0
2026-06-11 00:45:29,443.4,19.6,51.6,0
2026-06-11 00:46:29,441.5,21.7,50.4,0
2026-06-11 00:47:29,371.0,21.6,51.6,0
2026-06-11 00:48:29,458.9,19.5,45.7,0
2026-06-11 00:49:29,455.3,22.3,53.5,0
2026-06-11 00:50:29,400.0,21.9,49.4,0
2026-06-11 00:51:29,417.1,21.5,48.3,0
2026-06-11 00:52:29,461.6,20.2,55.3,0
2026-06-11 00:53:29,404.8,22.4,53.0,1
2026-06-11 00:54:29,457.2,21.1,54.9,0
2026-06-11 00:55:29,393.8,21.5,43.2,0
2026-06-11 00:56:29,422.3,19.6,44.8,0
2026-06-11 00:57:29,441.9,20.7,53.1,0
2026-06-11 00:58:29,403.6,21.2,49.9,0
2026-06-11 00:59:29,404.2,20.9,44.2,0
2026-06-11 01:00:29,423.4,20.9,45.0,0
2026-06-11 01:01:29,439.7,20.0,42.6,0
2026-06-11 01:02:29,466.6,22.2,44.7,0
2026-06-11 01:03:29,461.5,21.6,48.8,0
2026-06-11 01:04:29,446.5,20.6,43.6,0
2026-06-11 01:05:29,468.1,21.3,44.8,0
2026-06-11 01:06:29,431.4,20.3,54.9,0
2026-06-11 01:07:29,416.4,19.8,46.0,0
2026-06-11 01:08:29,438.8,21.4,46.2,0
2026-06-11 01:09:29,402.0,21.2,46.3,0
2026-06-11 01:10:29,429.8,20.0,43.3,0
2026-06-11 01:11:29,424.5,20.2,47.1,0
2026-06-11 01:12:29,435.8,20.7,45.1,0
2026-06-11 01:13:29,457.8,19.9,52.3,0
2026-06-11 01:14:29,376.8,21.5,47.4,0
2026-06-11 01:15:29,435.2,21.3,42.9,0
2026-06-11 01:16:29,406.5,21.0,42.8,0
2026-06-11 01:17:29,436.0,20.5,51.2,0
2026-06-11 01:18:29,410.3,22.1,55.9,1
2026-06-11 01:19:29,417.5,21.7,52.9,0
2026-06-11 01:20:29,393.4,22.0,45.0,0
2026-06-11 01:21:29,441.8,22.1,56.9,0
2026-06-11 01:22:29,386.7,22.4,48.6,0
2026-06-11 01:23:29,388.7,21.7,52.5,1
2026-06-11 01:24:29,406.8,21.6,42.3,0
2026-06-11 01:25:29,384.1,20.0,54.9,0
2026-06-11 01:26:29,394.3,21.2,45.2,0
2026-06-11 01:27:29,409.0,22.0,47.0,0
2026-06-11 01:28:29,446.0,21.9,52.6,0
2026-06-11 01:29:29,428.7,21.9,50.7,0
2026-06-11 01:30:29,423.6,21.9,52.7,0
2026-06-11 01:31:29,464.7,21.0,48.8,0
2026-06-11 01:32:29,434.1,21.4,49.4,0
2026-06-11 01:33:29,461.1,19.9,55.3,0
2026-06-11 01:34:29,386.3,20.2,44.0,0
2026-06-11 01:35:29,457.1,21.5,50.1,0
2026-06-11 01:36:29,401.8,21.5,55.7,0
2026-06-11 01:37:29,408.9,20.4,44.0,0
2026-06-11 01:38:29,410.3,21.5,50.2,0
2026-06-11 01:39:29,404.4,20.1,55.7,0
2026-06-11 01:40:29,423.1,22.0,48.0,0
2026-06-11 01:41:29,1679.4,21.9,45.1,1
2026-06-11 01:42:29,443.7,20.9,52.4,0
2026-06-11 01:43:29,456.7,19.6,45.1,0
2026-06-11 01:44:29,377.0,21.9,52.8,0
2026-06-11 01:45:29,467.1,21.1,51.6,0
2026-06-11 01:46:29,370.2,20.9,49.6,0
2026-06-11 01:47:29,1674.6,20.8,55.1,1
2026-06-11 01:48:29,406.9,20.9,42.8,0
2026-06-11 01:49:29,407.5,20.2,48.4,0
2026-06-11 01:50:29,377.8,19.7,53.3,0
2026-06-11 01:51:29,437.4,19.9,54.4,0
2026-06-11 01:52:29,459.2,22.1,54.1,0
2026-06-11 01:53:29,386.3,22.3,52.1,0
2026-06-11 01:54:29,443.8,21.0,56.5,0
2026-06-11 01:55:29,432.0,22.1,47.9,0
2026-06-11 01:56:29,443.9,20.2,52.7,0
2026-06-11 01:57:29,454.7,21.8,46.2,0
2026-06-11 01:58:29,443.3,22.2,44.4,0
2026-06-11 01:59:29,451.9,22.5,55.3,0
2026-06-11 02:00:29,370.0,22.1,43.4,0
2026-06-11 02:01:29,456.8,21.0,44.1,0
2026-06-11 02:02:29,454.9,21.1,43.8,0
2026-06-11 02:03:29,402.0,21.6,43.1,0
2026-06-11 02:04:29,390.8,19.6,50.1,0
2026-06-11 02:05:29,461.7,21.7,51.2,0
2026-06-11 02:06:29,436.8,21.3,53.8,0
2026-06-11 02:07:29,434.5,21.0,52.0,0
2026-06-11 02:08:29,370.3,20.9,43.8,0
2026-06-11 02:09:29,390.0,22.4,56.9,0
2026-06-11 02:10:29,425.6,21.4,46.4,0
2026-06-11 02:11:29,459.0,19.8,52.7,0
2026-06-11 02:12:29,467.7,20.5,48.2,0
2026-06-11 02:13:29,412.9,21.9,46.1,0
2026-06-11 02:14:29,466.8,22.1,56.5,0
2026-06-11 02:15:29,413.1,22.3,52.0,0
2026-06-11 02:16:29,416.1,20.5,50.8,0
2026-06-11 02:17:29,401.3,19.5,56.5,1
2026-06-11 02:18:29,376.8,20.0,56.8,0
2026-06-11 02:19:29,390.0,21.1,54.7,0
2026-06-11 02:20:29,406.6,21.2,50.3,0
2026-06-11 02:21:29,451.9,22.3,43.7,0
2026-06-11 02:22:29,445.5,21.3,44.8,0
2026-06-11 02:23:29,381.2,21.0,55.0,1
2026-06-11 02:24:29,431.7,20.5,44.6,0
2026-06-11 02:25:29,464.7,21.2,44.4,0
2026-06-11 02:26:29,463.0,19.9,52.9,0
2026-06-11 02:27:29,370.4,22.3,50.6,0
2026-06-11 02:28:29,387.2,20.2,46.6,0
2026-06-11 02:29:29,384.9,22.3,43.2,0
2026-06-11 02:30:29,443.0,20.5,49.2,0
2026-06-11 02:31:29,404.3,21.2,51.0,0
2026-06-11 02:32:29,412.4,19.9,47.5,0
2026-06-11 02:33:29,433.4,20.0,56.7,0
2026-06-11 02:34:29,412.4,20.0,52.0,0
2026-06-11 02:35:29,419.4,20.2,46.8,0
2026-06-11 02:36:29,377.8,20.3,53.6,1
2026-06-11 02:37:29,461.5,21.4,46.8,0
2026-06-11 02:38:29,446.4,20.4,56.5,0
2026-06-11 02:39:29,429.6,20.6,55.0,0
2026-06-11 02:40:29,448.4,22.3,43.1,0
2026-06-11 02:41:29,430.4,21.7,48.7,0
2026-06-11 02:42:29,449.1,21.9,55.0,0
2026-06-11 02:43:29,401.7,20.5,46.3,0
2026-06-11 02:44:29,418.4,21.0,42.9,0
2026-06-11 02:45:29,377.6,19.6,44.2,0
2026-06-11 02:46:29,445.5,21.5,56.9,0
2026-06-11 02:47:29,370.8,19.8,43.5,0
2026-06-11 02:48:29,442.2,20.9,47.1,0
2026-06-11 02:49:29,437.7,19.5,43.7,0
2026-06-11 02:50:29,441.6,21.8,57.0,0
2026-06-11 02:51:29,375.1,21.6,53.0,0
2026-06-11 02:52:29,386.5,19.6,52.4,0
2026-06-11 02:53:29,456.6,19.6,51.0,0
2026-06-11 02:54:29,430.1,20.3,56.0,0
2026-06-11 02:55:29,383.6,21.3,49.6,0
2026-06-11 02:56:29,426.9,21.1,49.8,0
2026-06-11 02:57:29,464.5,21.8,56.6,0
2026-06-11 02:58:29,462.2,21.2,48.7,0
2026-06-11 02:59:29,400.2,19.6,44.3,0
2026-06-11 03:00:29,414.2,21.4,46.5,0
2026-06-11 03:01:29,415.1,20.3,51.1,0
2026-06-11 03:02:29,403.5,19.7,52.0,0
2026-06-11 03:03:29,468.4,19.9,54.7,0
2026-06-11 03:04:29,463.0,21.6,48.0,0
2026-06-11 03:05:29,429.7,20.4,56.4,0
2026-06-11 03:06:29,403.8,20.8,46.0,0
2026-06-11 03:07:29,440.4,19.6,43.9,0
2026-06-11 03:08:29,428.0,22.0,42.5,0
2026-06-11 03:09:29,406.8,21.4,56.5,0
2026-06-11 03:10:29,428.8,19.6,52.1,0
2026-06-11 03:11:29,414.5,22.3,53.7,0
2026-06-11 03:12:29,385.7,22.0,53.0,0
2026-06-11 03:13:29,428.8,20.2,46.8,0
2026-06-11 03:14:29,460.1,22.4,44.4,0
2026-06-11 03:15:29,449.0,22.3,43.4,0
2026-06-11 03:16:29,427.6,21.6,42.5,0
2026-06-11 03:17:29,380.1,22.3,49.8,1
2026-06-11 03:18:29,1868.8,20.1,54.7,1
2026-06-11 03:19:29,389.8,21.8,49.9,0
2026-06-11 03:20:29,428.0,21.5,43.9,1
2026-06-11 03:21:29,383.0,22.2,45.9,1
2026-06-11 03:22:29,454.8,19.5,44.8,0
2026-06-11 03:23:29,447.2,21.5,49.6,0
2026-06-11 03:24:29,463.1,21.1,46.1,0
2026-06-11 03:25:29,430.8,22.5,52.2,0
2026-06-11 03:26:29,373.3,21.6,43.0,0
2026-06-11 03:27:29,410.0,19.6,42.0,0
2026-06-11 03:28:29,416.8,21.7,46.6,0
2026-06-11 03:29:29,387.2,22.2,43.5,0
2026-06-11 03:30:29,382.5,20.2,47.7,0
2026-06-11 03:31:29,406.6,21.6,43.5,0
2026-06-11 03:32:29,381.4,22.4,51.5,0
2026-06-11 03:33:29,395.8,22.3,47.2,0
2026-06-11 03:34:29,415.9,22.4,47.4,0
2026-06-11 03:35:29,436.3,19.8,52.6,0
2026-06-11 03:36:29,444.9,21.0,47.0,1
2026-06-11 03:37:29,460.1,20.4,47.6,0
2026-06-11 03:38:29,404.3,19.7,51.2,0
2026-06-11 03:39:29,416.8,21.8,49.1,0
2026-06-11 03:40:29,372.6,20.2,51.3,0
2026-06-11 03:41:29,454.4,21.9,44.3,0
2026-06-11 03:42:29,458.6,21.1,51.6,0
2026-06-11 03:43:29,469.9,19.7,54.2,0
2026-06-11 03:44:29,405.5,20.4,48.5,0
2026-06-11 03:45:29,445.5,20.5,51.6,0
2026-06-11 03:46:29,420.6,19.9,42.1,0
2026-06-11 03:47:29,408.1,21.8,48.7,0
2026-06-11 03:48:29,443.1,21.7,48.8,0
2026-06-11 03:49:29,390.3,20.8,50.6,0
2026-06-11 03:50:29,405.4,20.4,54.6,0
2026-06-11 03:51:29,464.9,20.5,43.1,0
2026-06-11 03:52:29,454.3,22.3,47.6,0
2026-06-11 03:53:29,406.2,20.5,54.3,0
2026-06-11 03:54:29,425.2,20.7,44.0,0
2026-06-11 03:55:29,404.1,21.3,47.0,0
2026-06-11 03:56:29,395.9,20.3,54.4,0
2026-06-11 03:57:29,430.7,21.0,47.3,0
2026-06-11 03:58:29,384.1,22.4,53.1,0
2026-06-11 03:59:29,391.6,20.5,45.9,0
2026-06-11 04:00:29,391.5,22.3,45.6,0
2026-06-11 04:01:29,392.8,20.1,43.3,0
2026-06-11 04:02:29,381.6,21.2,43.8,0
2026-06-11 04:03:29,395.2,21.4,51.7,0
2026-06-11 04:04:29,1700.5,21.0,49.5,1
2026-06-11 04:05:29,380.8,22.0,50.4,0
2026-06-11 04:06:29,435.9,20.6,53.4,0
2026-06-11 04:07:29,407.6,20.7,45.2,0
2026-06-11 04:08:29,417.6,20.4,48.7,0
2026-06-11 04:09:29,441.4,19.7,56.8,0
2026-06-11 04:10:29,403.1,21.2,54.3,0
2026-06-11 04:11:29,449.4,20.0,49.7,0
2026-06-11 04:12:29,382.3,21.0,56.4,0
2026-06-11 04:13:29,397.2,19.6,45.6,0
2026-06-11 04:14:29,424.1,19.9,43.5,0
2026-06-11 04:15:29,438.6,21.6,45.7,0
2026-06-11 04:16:29,438.8,19.9,50.4,0
2026-06-11 04:17:29,1806.7,20.3,45.2,1
2026-06-11 04:18:29,456.6,20.3,46.7,0
2026-06-11 04:19:29,441.5,22.0,52.3,0
2026-06-11 04:20:29,389.2,21.6,52.0,0
2026-06-11 04:21:29,427.3,20.1,56.0,1
2026-06-11 04:22:29,419.3,21.9,50.7,0
2026-06-11 04:23:29,447.6,21.4,44.5,0
2026-06-11 04:24:29,459.8,22.2,52.4,1
2026-06-11 04:25:29,413.8,21.8,55.9,0
2026-06-11 04:26:29,412.0,21.6,50.2,0
2026-06-11 04:27:29,373.8,19.9,53.1,0
2026-06-11 04:28:29,455.1,21.8,51.1,0
2026-06-11 04:29:29,383.5,21.8,50.4,0
2026-06-11 04:30:29,453.0,19.5,42.4,0
2026-06-11 04:31:29,455.9,21.6,55.3,0
2026-06-11 04:32:29,418.1,21.2,42.3,0
2026-06-11 04:33:29,408.8,21.7,48.0,0
2026-06-11 04:34:29,416.3,20.4,51.4,0
2026-06-11 04:35:29,375.2,21.2,46.1,0
2026-06-11 04:36:29,379.4,20.2,50.1,0
2026-06-11 04:37:29,407.8,22.4,43.5,0
2026-06-11 04:38:29,420.3,20.9,44.7,0
2026-06-11 04:39:29,371.3,22.4,54.8,0
2026-06-11 04:40:29,400.9,21.3,51.6,0
2026-06-11 04:41:29,400.6,19.7,54.9,0
2026-06-11 04:42:29,410.5,22.1,54.1,1
2026-06-11 04:43:29,380.4,22.1,56.5,0
2026-06-11 04:44:29,393.2,21.2,49.7,0
2026-06-11 04:45:29,373.2,20.2,52.8,0
2026-06-11 04:46:29,453.9,21.3,48.5,0
2026-06-11 04:47:29,429.7,21.1,51.2,0
2026-06-11 04:48:29,452.1,19.9,52.3,0
2026-06-11 04:49:29,468.6,22.3,54.6,0
2026-06-11 04:50:29,378.3,21.5,43.7,0
2026-06-11 04:51:29,373.1,21.4,45.1,0
2026-06-11 04:52:29,439.7,19.5,48.1,0
2026-06-11 04:53:29,447.2,20.4,50.1,0
2026-06-11 04:54:29,370.7,21.4,56.1,0
2026-06-11 04:55:29,375.7,19.8,50.5,0
2026-06-11 04:56:29,466.4,20.9,53.6,0
2026-06-11 04:57:29,421.0,19.9,52.2,0
2026-06-11 04:58:29,387.1,21.0,50.9,0
2026-06-11 04:59:29,393.0,21.3,43.5,0
2026-06-11 05:00:29,387.5,20.0,48.1,0
2026-06-11 05:01:29,459.2,20.5,53.9,0
2026-06-11 05:02:29,429.3,21.2,45.6,0
2026-06-11 05:03:29,1819.8,20.2,52.8,1
2026-06-11 05:04:29,394.2,20.6,42.7,0
2026-06-11 05:05:29,429.8,21.9,49.5,0
2026-06-11 05:06:29,460.6,20.0,49.8,1
2026-06-11 05:07:29,370.7,20.3,49.6,0
2026-06-11 05:08:29,418.5,21.3,43.2,0
2026-06-11 05:09:29,467.0,19.8,55.7,0
2026-06-11 05:10:29,459.9,22.4,42.8,0
2026-06-11 05:11:29,394.0,22.4,52.8,0
2026-06-11 05:12:29,464.8,20.3,43.1,0
2026-06-11 05:13:29,387.1,21.6,43.5,0
2026-06-11 05:14:29,419.2,20.3,43.3,0
2026-06-11 05:15:29,433.4,19.8,48.5,0
2026-06-11 05:16:29,404.4,20.8,44.8,0
2026-06-11 05:17:29,464.0,21.0,48.1,0
2026-06-11 05:18:29,418.4,21.2,49.8,1
2026-06-11 05:19:29,390.9,19.8,42.6,0
2026-06-11 05:20:29,455.5,20.1,51.9,0
2026-06-11 05:21:29,441.3,20.9,44.9,0
2026-06-11 05:22:29,421.8,22.3,50.1,0
2026-06-11 05:23:29,396.1,19.8,48.2,0
2026-06-11 05:24:29,402.6,20.9,42.7,0
2026-06-11 05:25:29,444.6,20.5,48.0,0
2026-06-11 05:26:29,445.9,20.3,45.7,0
2026-06-11 05:27:29,388.4,20.8,48.1,0
2026-06-11 05:28:29,378.1,19.9,51.0,0
2026-06-11 05:29:29,421.0,20.8,50.4,0
2026-06-11 05:30:29,447.9,19.7,50.9,0
2026-06-11 05:31:29,421.3,20.9,45.0,0
2026-06-11 05:32:29,425.5,22.4,44.2,0
2026-06-11 05:33:29,1718.6,20.2,56.2,1
2026-06-11 05:34:29,420.9,19.9,56.3,0
2026-06-11 05:35:29,446.8,19.6,52.5,0
2026-06-11 05:36:29,410.5,20.2,48.7,0
2026-06-11 05:37:29,370.1,21.3,46.6,0
2026-06-11 05:38:29,453.6,20.7,43.8,0
2026-06-11 05:39:29,398.7,20.5,52.8,0
2026-06-11 05:40:29,425.7,22.1,55.2,0
2026-06-11 05:41:29,401.1,21.9,44.0,0
2026-06-11 05:42:29,431.8,22.0,51.3,0
2026-06-11 05:43:29,377.1,20.3,45.2,0
2026-06-11 05:44:29,406.9,21.7,46.7,0
2026-06-11 05:45:29,379.7,21.1,44.6,0
2026-06-11 05:46:29,377.8,19.7,50.5,0
2026-06-11 05:47:29,448.4,21.2,50.4,0
2026-06-11 05:48:29,437.4,21.1,54.9,0
2026-06-11 05:49:29,436.8,21.3,52.8,0
2026-06-11 05:50:29,427.9,20.4,48.7,0
2026-06-11 05:51:29,462.4,20.0,47.6,0
2026-06-11 05:52:29,398.5,21.4,52.8,0
2026-06-11 05:53:29,437.7,22.1,47.6,0
2026-06-11 05:54:29,414.5,19.9,56.4,0
2026-06-11 05:55:29,428.9,19.8,45.4,0
2026-06-11 05:56:29,377.4,20.9,42.9,0
2026-06-11 05:57:29,436.0,21.1,49.4,0
2026-06-11 05:58:29,444.8,22.4,52.9,0
2026-06-11 05:59:29,374.6,20.9,56.1,0
2026-06-11 06:00:29,392.5,20.7,50.0,0
2026-06-11 06:01:29,409.2,22.0,52.7,0
2026-06-11 06:02:29,394.2,20.9,56.3,0
2026-06-11 06:03:29,392.1,21.4,53.7,1
2026-06-11 06:04:29,467.3,21.5,47.6,0
2026-06-11 06:05:29,1853.6,20.0,56.3,1
2026-06-11 06:06:29,402.1,20.6,44.4,0
2026-06-11 06:07:29,450.2,21.7,54.5,0
2026-06-11 06:08:29,438.4,21.8,46.6,0
2026-06-11 06:09:29,387.4,21.1,48.0,0
2026-06-11 06:10:29,444.8,19.6,49.8,0
2026-06-11 06:11:29,416.7,21.4,42.9,0
2026-06-11 06:12:29,405.3,20.0,47.7,0
2026-06-11 06:13:29,419.5,20.9,46.4,0
2026-06-11 06:14:29,412.7,22.5,56.5,0
2026-06-11 06:15:29,455.1,21.8,44.8,0
2026-06-11 06:16:29,401.1,20.9,54.5,0
2026-06-11 06:17:29,418.7,21.6,55.4,0
2026-06-11 06:18:29,372.7,19.8,51.7,0
2026-06-11 06:19:29,414.2,21.5,42.8,0
2026-06-11 06:20:29,371.3,22.5,53.2,0
2026-06-11 06:21:29,448.3,20.9,49.1,0
2026-06-11 06:22:29,399.1,22.1,54.8,0
2026-06-11 06:23:29,381.4,22.1,50.1,0
2026-06-11 06:24:29,373.9,21.2,47.8,0
2026-06-11 06:25:29,408.9,19.7,53.7,0
2026-06-11 06:26:29,394.6,22.0,44.2,0
2026-06-11 06:27:29,433.1,21.7,48.0,0
2026-06-11 06:28:29,446.4,19.8,42.0,0
2026-06-11 06:29:29,386.7,21.8,56.2,0
2026-06-11 06:30:29,374.9,21.0,55.8,0
2026-06-11 06:31:29,391.2,21.8,51.2,0
2026-06-11 06:32:29,372.8,21.4,56.3,0
2026-06-11 06:33:29,393.5,20.5,43.3,0
2026-06-11 06:34:29,443.3,20.4,48.3,0
2026-06-11 06:35:29,468.9,20.3,47.6,0
2026-06-11 06:36:29,427.4,21.5,54.5,0
2026-06-11 06:37:29,380.2,22.1,47.3,0
2026-06-11 06:38:29,396.1,22.2,50.8,0
2026-06-11 06:39:29,431.8,22.3,50.1,0
2026-06-11 06:40:29,403.9,20.2,44.6,0
2026-06-11 06:41:29,441.0,22.3,52.2,0
2026-06-11 06:42:29,422.7,19.7,49.7,0
2026-06-11 06:43:29,407.8,19.5,47.1,0
2026-06-11 06:44:29,393.4,19.7,45.5,0
2026-06-11 06:45:29,385.6,19.7,51.5,0
2026-06-11 06:46:29,429.9,20.0,48.8,0
2026-06-11 06:47:29,466.9,21.6,47.6,0
2026-06-11 06:48:29,457.7,20.9,50.7,0
2026-06-11 06:49:29,432.1,20.2,47.8,0
2026-06-11 06:50:29,411.3,21.5,50.7,0
2026-06-11 06:51:29,454.8,21.7,52.4,0
2026-06-11 06:52:29,460.0,19.7,51.0,0
2026-06-11 06:53:29,409.0,20.3,56.5,0
2026-06-11 06:54:29,458.7,21.8,55.4,0
2026-06-11 06:55:29,379.3,20.8,54.2,0
2026-06-11 06:56:29,404.7,19.7,52.0,0
2026-06-11 06:57:29,443.0,21.3,43.7,0
